id,name,city,district,address,mrt,broth_types,specialties,price_min,price_max,price_avg,wait_time,rating,tags,notes,source,status,data_quality
twr_台南_0739,待補充店家 740,台南市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台南_0740,待補充店家 741,台南市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台南_0741,待補充店家 742,台南市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台南_0742,待補充店家 743,台南市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台南_0743,待補充店家 744,台南市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台南_0744,待補充店家 745,台南市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台南_0745,待補充店家 746,台南市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台南_0746,待補充店家 747,台南市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台南_0747,待補充店家 748,台南市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台南_0748,待補充店家 749,台南市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台南_0749,待補充店家 750,台南市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台南_0750,待補充店家 751,台南市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0751,待補充店家 752,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0752,待補充店家 753,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0753,待補充店家 754,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0754,待補充店家 755,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0755,待補充店家 756,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0756,待補充店家 757,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0757,待補充店家 758,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0758,待補充店家 759,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0759,待補充店家 760,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0760,待補充店家 761,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0761,待補充店家 762,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0762,待補充店家 763,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0763,待補充店家 764,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0764,待補充店家 765,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0765,待補充店家 766,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0766,待補充店家 767,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0767,待補充店家 768,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0768,待補充店家 769,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0769,待補充店家 770,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0770,待補充店家 771,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0771,待補充店家 772,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0772,待補充店家 773,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0773,待補充店家 774,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0774,待補充店家 775,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0775,待補充店家 776,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0776,待補充店家 777,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0777,待補充店家 778,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0778,待補充店家 779,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0779,待補充店家 780,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0780,待補充店家 781,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0781,待補充店家 782,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0782,待補充店家 783,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0783,待補充店家 784,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0784,待補充店家 785,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0785,待補充店家 786,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0786,待補充店家 787,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0787,待補充店家 788,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0788,待補充店家 789,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0789,待補充店家 790,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0790,待補充店家 791,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0791,待補充店家 792,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0792,待補充店家 793,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0793,待補充店家 794,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0794,待補充店家 795,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0795,待補充店家 796,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0796,待補充店家 797,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0797,待補充店家 798,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0798,待補充店家 799,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0799,待補充店家 800,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0800,待補充店家 801,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0801,待補充店家 802,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0802,待補充店家 803,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0803,待補充店家 804,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0804,待補充店家 805,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0805,待補充店家 806,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0806,待補充店家 807,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0807,待補充店家 808,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0808,待補充店家 809,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0809,待補充店家 810,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0810,待補充店家 811,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0811,待補充店家 812,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0812,待補充店家 813,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0813,待補充店家 814,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0814,待補充店家 815,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0815,待補充店家 816,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0816,待補充店家 817,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0817,待補充店家 818,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0818,待補充店家 819,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0819,待補充店家 820,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0820,待補充店家 821,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0821,待補充店家 822,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0822,待補充店家 823,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0823,待補充店家 824,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0824,待補充店家 825,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0825,待補充店家 826,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0826,待補充店家 827,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0827,待補充店家 828,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0828,待補充店家 829,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0829,待補充店家 830,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0830,待補充店家 831,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0831,待補充店家 832,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0832,待補充店家 833,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0833,待補充店家 834,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0834,待補充店家 835,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0835,待補充店家 836,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0836,待補充店家 837,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0837,待補充店家 838,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0838,待補充店家 839,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0839,待補充店家 840,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0840,待補充店家 841,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0841,待補充店家 842,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0842,待補充店家 843,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0843,待補充店家 844,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0844,待補充店家 845,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0845,待補充店家 846,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0846,待補充店家 847,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0847,待補充店家 848,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0848,待補充店家 849,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0849,待補充店家 850,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0850,待補充店家 851,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0851,待補充店家 852,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0852,待補充店家 853,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0853,待補充店家 854,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0854,待補充店家 855,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0855,待補充店家 856,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0856,待補充店家 857,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0857,待補充店家 858,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0858,待補充店家 859,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0859,待補充店家 860,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0860,待補充店家 861,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0861,待補充店家 862,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0862,待補充店家 863,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0863,待補充店家 864,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0864,待補充店家 865,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_高雄_0865,待補充店家 866,高雄市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0866,待補充店家 867,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0867,待補充店家 868,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0868,待補充店家 869,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0869,待補充店家 870,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0870,待補充店家 871,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0871,待補充店家 872,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0872,待補充店家 873,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0873,待補充店家 874,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0874,待補充店家 875,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0875,待補充店家 876,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0876,待補充店家 877,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0877,待補充店家 878,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0878,待補充店家 879,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0879,待補充店家 880,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0880,待補充店家 881,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0881,待補充店家 882,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0882,待補充店家 883,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0883,待補充店家 884,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0884,待補充店家 885,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0885,待補充店家 886,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0886,待補充店家 887,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0887,待補充店家 888,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0888,待補充店家 889,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0889,待補充店家 890,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0890,待補充店家 891,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0891,待補充店家 892,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0892,待補充店家 893,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0893,待補充店家 894,新竹市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0894,待補充店家 895,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0895,待補充店家 896,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0896,待補充店家 897,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0897,待補充店家 898,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0898,待補充店家 899,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0899,待補充店家 900,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0900,待補充店家 901,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0901,待補充店家 902,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0902,待補充店家 903,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0903,待補充店家 904,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0904,待補充店家 905,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0905,待補充店家 906,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0906,待補充店家 907,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0907,待補充店家 908,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新竹_0908,待補充店家 909,新竹縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_基隆_0909,待補充店家 910,基隆市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_基隆_0910,待補充店家 911,基隆市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_基隆_0911,待補充店家 912,基隆市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_基隆_0912,待補充店家 913,基隆市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_基隆_0913,待補充店家 914,基隆市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_基隆_0914,待補充店家 915,基隆市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_基隆_0915,待補充店家 916,基隆市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_基隆_0916,待補充店家 917,基隆市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_基隆_0917,待補充店家 918,基隆市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_基隆_0918,待補充店家 919,基隆市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0919,待補充店家 920,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0920,待補充店家 921,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0921,待補充店家 922,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0922,待補充店家 923,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0923,待補充店家 924,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0924,待補充店家 925,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0925,待補充店家 926,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0926,待補充店家 927,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0927,待補充店家 928,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0928,待補充店家 929,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0929,待補充店家 930,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0930,待補充店家 931,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0931,待補充店家 932,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_宜蘭_0932,待補充店家 933,宜蘭縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_花蓮_0933,待補充店家 934,花蓮縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_花蓮_0934,待補充店家 935,花蓮縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_花蓮_0935,待補充店家 936,花蓮縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_花蓮_0936,待補充店家 937,花蓮縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_花蓮_0937,待補充店家 938,花蓮縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_花蓮_0938,待補充店家 939,花蓮縣,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
